rule_id,clause_type,normalized_value,value_type,raw_value,unit,confidence,operational_or_requirement,source_snippet,source_snippet_hash,source_section,detected_by_pass,high_value,source_file,source_family,artifact_type,extraction_mode,has_table_data,quality_notes
R-0127,requires_medical_certificate,True,boolean,"the Passenger is required to submit an approved doctor's medical certificate
required.
the doctor's ",,HIGH,requirement,"the Passenger is required to submit an approved doctor's medical certificate
required.
the doctor's medical certificate must confirm the number of weeks of pregnancy
and the certificate shall be dated",0015169376a1fb5a,b. Pregnancy between 28 weeks to 34 weeks (inclusive):,documentation-requirements-pass,False,Terms and Conditions of Carriage for KT Flights _ AirAsia MOVE.pdf,airline,PDF,native_pdf,False,
R-0128,cruise_cancellation_window,30,days,30 days,days,HIGH,operational,hours and 30 days prior to the scheduled time of departure.,452fcde6f25f14db,70% of the paid amount is refunded if the refund request is made between three (3),cruise-booking-pass,True,Terms and Conditions of Carriage for KT Flights _ AirAsia MOVE.pdf,airline,PDF,native_pdf,False,
R-0129,eu_refund_deadline,30,days,30 days,days,HIGH,operational,hours and 30 days prior to the scheduled time of departure.,04b17c01487a9ae3,70% of the paid amount is refunded if the refund request is made between three (3),eu-passenger-rights-pass,True,Terms and Conditions of Carriage for KT Flights _ AirAsia MOVE.pdf,airline,PDF,native_pdf,False,
R-0130,trip_delay_threshold,48,duration,48 hours,hours,HIGH,operational,...senger must submit to United a Service Animal Air Transportation Form that has been completed on or after the date the Passenger purchased the Ticket and at least 48 hours prior to scheduled depart,8a7685a0b550c45a,Conditions of Acceptance,delay-threshold-pass,True,United Contract of Carriage.txt,airline,TXT,txt,False,
R-0131,claim_deadline_days,45,days,45 days,days,HIGH,operational,"...as collected.
Overcharge Refunds - Refund claims for overcharges must be submitted to UA in writing within 45 days after the operation of the flight Segment to which such overcharge claim relates, ",c2d8a811bdcb7a2d,Foreign Currency Refunds,delay-threshold-pass,True,United Contract of Carriage.txt,airline,TXT,txt,False,
R-0132,hotel_cancellation_window,48,duration,48 hours,hours,HIGH,operational,Onboard Medical Oxygen Service - UA may provide on-board medical oxygen service when requested in advance and only in limited markets in the Micronesia area. Passengers requesting on-board medical oxy,50a13476f34c1ff3,Rule 15 Medical Services,refund-cancellation-pass,True,United Contract of Carriage.txt,airline,TXT,txt,False,
R-0133,requires_medical_certificate,True,boolean,"... medical screening for such disease or condition, whether suspected or actual. (NOTE: UA requires",,HIGH,requirement,"... medical screening for such disease or condition, whether suspected or actual. (NOTE: UA requires a medical certificate for Passengers who wish to travel under such circumstances. Visit UA’s websit",0ca2bbe2b8301041,Rule 21 Refusal of Transport,documentation-requirements-pass,False,United Contract of Carriage.txt,airline,TXT,txt,False,
R-0134,requires_receipts,True,boolean,A copy of the death certificate duly executed by the competent authorities under the applicable laws,,HIGH,requirement,A copy of the death certificate duly executed by the competent authorities under the applicable laws of the country in which death has occurred must be presented to UA at the time of reticketing. Pass,1b5597f869d98491,The ticket must be endorsed “earlier return on account of death of (name of Passenger)”; and,documentation-requirements-pass,False,United Contract of Carriage.txt,airline,TXT,txt,False,
R-0135,personal_accident_coverage_limit,4700.0,currency,"USD 4,700",USD,HIGH,operational,"...r Baggage has been checked (unless a higher value is declared in advance and additional charges are paid and personal property is not otherwise excludable), is limited to USD 4,700 per Ticketed Pas",8143f22eb969b894,Additional Baggage Liability Limitations and Exclusions:,rental-car-pass,True,United Contract of Carriage.txt,airline,TXT,txt,False,
R-0136,check_in_deadline,48,duration,48 hours,hours,HIGH,operational,"..., including a Qualified Individual with a Disability, to provide up to 48 hours’ advance notice and check-in one hour before the check-in time for the general public for Domestic U.S. flights and f",7016efc5087ae45c,Rule 14 Special Services,cruise-booking-pass,True,United Contract of Carriage.txt,airline,TXT,txt,False,
R-0137,missed_connection_threshold,48,duration,48 hours,hours,HIGH,operational,Onboard Medical Oxygen Service - UA may provide on-board medical oxygen service when requested in advance and only in limited markets in the Micronesia area. Passengers requesting on-board medical oxy,a74f05de90431aae,Rule 15 Medical Services,additional-insurance-pass,True,United Contract of Carriage.txt,airline,TXT,txt,False,
R-0138,eu_denied_boarding_compensation,1075.0,currency,"1,075 USD",USD,HIGH,operational,"...ited States, subject to the exceptions in section d) below, UA shall pay compensation to Passengers denied boarding involuntarily from an Oversold Flight at the rate of 200% of the fare to the Pass",b785b87e18638a75,Compensation for Passengers Denied Boarding Involuntarily,eu-passenger-rights-pass,True,United Contract of Carriage.txt,airline,TXT,txt,False,
R-0139,claim_deadline_days,92,days,92 days,days,HIGH,operational,"...
insurance claims incurred during this period that arise
after the end of 92 days are only covered (within the c)for the travel expenses abroad of a parent joining a co-
limits of the sum insured) ",fbb952cd2d858798,Duration of insurance coverage while travelling hospital or to the permanent residence in Austria;,delay-threshold-pass,True,WKS_#U00d6AMTC_2026_Englisch.pdf,other,PDF,native_pdf,False,
R-0140,repatriation_remains_limit,412.0,currency,EUR 412.00,EUR,HIGH,operational,"World Travel Health Insurance can only be taken out by up to the insured sum of .................. EUR 412.000,00
holders of the ÖAMTC “Schutzbrief” (a travel insurance for per insured person.
Austria",de902f4fcca6c4e8,"Who can take out the World Travel Health Insurance? until medical repatriation can take place,",medical-insurance-pass,True,WKS_#U00d6AMTC_2026_Englisch.pdf,other,PDF,native_pdf,False,
R-0141,supplemental_liability_limit,412.0,currency,EUR 412.00,EUR,HIGH,operational,"World Travel Health Insurance can only be taken out by up to the insured sum of .................. EUR 412.000,00
holders of the ÖAMTC “Schutzbrief” (a travel insurance for per insured person.
Austria",dd8eb95fe571fe37,"Who can take out the World Travel Health Insurance? until medical repatriation can take place,",rental-car-pass,True,WKS_#U00d6AMTC_2026_Englisch.pdf,other,PDF,native_pdf,False,
R-0142,personal_effects_coverage_limit,3.44,currency,EUR 3.44,EUR,HIGH,operational,"...person has an accident or an acute and otherwise a maximum of .................... EUR 3.440,00
unexpected illness. The insurance covers the costs will be reimbursed.
incurred by urgent acute medic",152a0daae9cfde46,1. Medical expenses The transport must strictly be organised through the ÖAMTC,rental-car-pass,True,WKS_#U00d6AMTC_2026_Englisch.pdf,other,PDF,native_pdf,False,
R-0143,personal_accident_coverage_limit,66000.0,currency,"EUR 660,00",EUR,HIGH,operational,"... and dental prostheses that do not
conditions, there is no cover for: serve as direct treatment for pain relief. Dental
treatment and dental prostheses are only covered
1. medical treatments that h",ee5d45ce623e3ece,What is not covered by the insurance? 3. treatments that serve as the purpose of the stay;,rental-car-pass,True,WKS_#U00d6AMTC_2026_Englisch.pdf,other,PDF,native_pdf,False,
R-0144,eu_refund_deadline,7,days,7 days,days,HIGH,operational,"...man resources business partner. This service is
available by phone, post and online 24 hours a day, 7 days a week and is
run by an independent third-party provider on behalf of Air New Zealand.2
We",d5ea77c54ae768c3,TEAM TRAINING AND CAPABILITY BUILDING,eu-passenger-rights-pass,True,air-new-zealand-modern-slavery-act-statement-2023.pdf,airline,PDF,native_pdf,False,
R-0145,claim_deadline_days,90,days,90 days,days,HIGH,operational,"Once you have verified that the merchant will not accept the eligible item, call 1-800-228-6855 within 90 days of the
purchase date to notify us of your request. Within 30 days from the date of your i",64a758d11ff56bcf,How to File a Return Protection Request,delay-threshold-pass,True,amex return protection.pdf,credit_card,PDF,native_pdf,False,
R-0146,baggage_liability_limit,300.0,currency,$300,USD,HIGH,operational,"...ds, Palau, Guam and Northern Mariana Islands
and charged in full on your eligible Card. Refunds are limited to $300 per eligible item, and $1,000 per Card Member
account per calendar year based on ",5d976b2f5049a80b,Limitations and Exclusions,liability-pass,True,amex return protection.pdf,credit_card,PDF,native_pdf,False,
R-0147,trip_cancellation_limit,300.0,currency,$300,USD,HIGH,operational,"Purchases must be made in the 50 United States of America, the District of Columbia, Puerto Rico, the U.S. Virgin
Islands, American Samoa, Federated States of Micronesia, Marshall Islands, Palau, Guam",92a03a56366234c4,Limitations and Exclusions,refund-cancellation-pass,True,amex return protection.pdf,credit_card,PDF,native_pdf,False,
R-0148,trip_interruption_limit,300.0,currency,$300,USD,HIGH,operational,"Purchases must be made in the 50 United States of America, the District of Columbia, Puerto Rico, the U.S. Virgin
Islands, American Samoa, Federated States of Micronesia, Marshall Islands, Palau, Guam",11fa4771e319fa2c,Limitations and Exclusions,refund-cancellation-pass,True,amex return protection.pdf,credit_card,PDF,native_pdf,False,
R-0149,requires_receipts,True,boolean,"Once you have verified that the merchant will not accept the eligible item, call 1-800-228-6855 with",,HIGH,requirement,"Once you have verified that the merchant will not accept the eligible item, call 1-800-228-6855 within 90 days of the
purchase date to notify us of your request. Within 30 days from the date of your i",6216ad301b4b0d53,How to File a Return Protection Request,documentation-requirements-pass,False,amex return protection.pdf,credit_card,PDF,native_pdf,False,
R-0150,medical_emergency_coverage_limit,300.0,currency,$300,USD,HIGH,operational,"Purchases must be made in the 50 United States of America, the District of Columbia, Puerto Rico, the U.S. Virgin
Islands, American Samoa, Federated States of Micronesia, Marshall Islands, Palau, Guam",fa178b9e98a3da20,Limitations and Exclusions,medical-insurance-pass,True,amex return protection.pdf,credit_card,PDF,native_pdf,False,
R-0151,emergency_evacuation_limit,300.0,currency,$300,USD,HIGH,operational,"Purchases must be made in the 50 United States of America, the District of Columbia, Puerto Rico, the U.S. Virgin
Islands, American Samoa, Federated States of Micronesia, Marshall Islands, Palau, Guam",2cabdefbda4e9d45,Limitations and Exclusions,medical-insurance-pass,True,amex return protection.pdf,credit_card,PDF,native_pdf,False,
R-0152,dental_emergency_limit,300.0,currency,$300,USD,HIGH,operational,"Purchases must be made in the 50 United States of America, the District of Columbia, Puerto Rico, the U.S. Virgin
Islands, American Samoa, Federated States of Micronesia, Marshall Islands, Palau, Guam",8cf0b1a3641f8252,Limitations and Exclusions,medical-insurance-pass,True,amex return protection.pdf,credit_card,PDF,native_pdf,False,
R-0153,repatriation_remains_limit,300.0,currency,$300,USD,HIGH,operational,"Purchases must be made in the 50 United States of America, the District of Columbia, Puerto Rico, the U.S. Virgin
Islands, American Samoa, Federated States of Micronesia, Marshall Islands, Palau, Guam",b589d5e4db08f437,Limitations and Exclusions,medical-insurance-pass,True,amex return protection.pdf,credit_card,PDF,native_pdf,False,
R-0154,rental_car_damage_limit,300.0,currency,$300,USD,HIGH,operational,"Purchases must be made in the 50 United States of America, the District of Columbia, Puerto Rico, the U.S. Virgin
Islands, American Samoa, Federated States of Micronesia, Marshall Islands, Palau, Guam",a373f0684c3c4707,Limitations and Exclusions,rental-car-pass,True,amex return protection.pdf,credit_card,PDF,native_pdf,False,
R-0155,personal_accident_coverage_limit,300.0,currency,$300,USD,HIGH,operational,"Purchases must be made in the 50 United States of America, the District of Columbia, Puerto Rico, the U.S. Virgin
Islands, American Samoa, Federated States of Micronesia, Marshall Islands, Palau, Guam",e214015545935256,Limitations and Exclusions,rental-car-pass,True,amex return protection.pdf,credit_card,PDF,native_pdf,False,
R-0156,personal_effects_coverage_limit,300.0,currency,$300,USD,HIGH,operational,"Purchases must be made in the 50 United States of America, the District of Columbia, Puerto Rico, the U.S. Virgin
Islands, American Samoa, Federated States of Micronesia, Marshall Islands, Palau, Guam",fcd00bfbde6aaf01,Limitations and Exclusions,rental-car-pass,True,amex return protection.pdf,credit_card,PDF,native_pdf,False,
R-0157,supplemental_liability_limit,300.0,currency,$300,USD,HIGH,operational,"Purchases must be made in the 50 United States of America, the District of Columbia, Puerto Rico, the U.S. Virgin
Islands, American Samoa, Federated States of Micronesia, Marshall Islands, Palau, Guam",435086507f0e38d2,Limitations and Exclusions,rental-car-pass,True,amex return protection.pdf,credit_card,PDF,native_pdf,False,
R-0158,claim_deadline_days,90,days,90 days,days,HIGH,operational,"[TABLE ROW p2] Purchase Protection
[TABLE ROW p2] Benefit Guide
[TABLE HEADER p3] Purchase Protection | Per Item | Calendar Year | Natural Disaster
[TABLE ROW p3] Purchase Protection: Covered Period
[",41fe032f011cd14f,"If you have any questions or require assistance, please call 1-800-228-6855.",delay-threshold-pass,True,amex travel protection-Benefit-Guide_316-404_EDT_10.20_REV_4.24_a11y.pdf,credit_card,PDF,native_pdf,True,Document contains table data
R-0159,trip_interruption_limit,10000.0,currency,"$10,000",USD,HIGH,operational,"[TABLE ROW p2] Purchase Protection
[TABLE ROW p2] Benefit Guide
[TABLE HEADER p3] Purchase Protection | Per Item | Calendar Year | Natural Disaster
[TABLE ROW p3] Purchase Protection: Covered Period
[",b783054bcc833d8f,"If you have any questions or require assistance, please call 1-800-228-6855.",refund-cancellation-pass,True,amex travel protection-Benefit-Guide_316-404_EDT_10.20_REV_4.24_a11y.pdf,credit_card,PDF,native_pdf,True,Document contains table data
R-0160,requires_receipts,True,boolean,"questions.
4 | Pa g e 316-404
Rev. 4/19/2024
D. Proof of Loss must be submitted to Us within sixty (",,HIGH,requirement,"questions.
4 | Pa g e 316-404
Rev. 4/19/2024
D. Proof of Loss must be submitted to Us within sixty (60) days; however, failure to do so
will not invalidate a Claim or reduce any available benefit if i",2e902f80d48e8ab6,Proper Notice of Claim conditions are met by answering all relevant claim intake,documentation-requirements-pass,False,amex travel protection-Benefit-Guide_316-404_EDT_10.20_REV_4.24_a11y.pdf,credit_card,PDF,native_pdf,True,Document contains table data
R-0161,requires_medical_certificate,True,boolean,"providing Proof of Loss, recorded statement, or permission to obtain documents from third
parties, r",,HIGH,requirement,"providing Proof of Loss, recorded statement, or permission to obtain documents from third
parties, reporting to an appropriate law enforcement agency as soon as reasonably possible,
and generally doin",d509ea2edf8cedbd,"Card Member submitting a Claim to Us on time, giving Us the details of what happened,",documentation-requirements-pass,False,amex travel protection-Benefit-Guide_316-404_EDT_10.20_REV_4.24_a11y.pdf,credit_card,PDF,native_pdf,True,Document contains table data
R-0162,emergency_evacuation_limit,10000.0,currency,"$10,000",USD,HIGH,operational,"[TABLE ROW p2] Purchase Protection
[TABLE ROW p2] Benefit Guide
[TABLE HEADER p3] Purchase Protection | Per Item | Calendar Year | Natural Disaster
[TABLE ROW p3] Purchase Protection: Covered Period
[",446709220dcb1e4a,"If you have any questions or require assistance, please call 1-800-228-6855.",medical-insurance-pass,True,amex travel protection-Benefit-Guide_316-404_EDT_10.20_REV_4.24_a11y.pdf,credit_card,PDF,native_pdf,True,Document contains table data
R-0163,repatriation_remains_limit,10000.0,currency,"$10,000",USD,HIGH,operational,"[TABLE ROW p2] Purchase Protection
[TABLE ROW p2] Benefit Guide
[TABLE HEADER p3] Purchase Protection | Per Item | Calendar Year | Natural Disaster
[TABLE ROW p3] Purchase Protection: Covered Period
[",04eb5e1a87f0221b,"If you have any questions or require assistance, please call 1-800-228-6855.",medical-insurance-pass,True,amex travel protection-Benefit-Guide_316-404_EDT_10.20_REV_4.24_a11y.pdf,credit_card,PDF,native_pdf,True,Document contains table data
R-0164,supplemental_liability_limit,500.0,currency,$500,USD,HIGH,operational,"...ure. • Hospital Accident benefit*** of $500 per day up to 30 days THE PURCHASES OF LDW, PAE, ESP OR SLI ARE NOT REQUIRED IN ORDER TO RENT A
Personal Effects coverage for each item is $1,000; maximu",b667cb910fc344b3,Exclusions vary by state. Please see the Certificate of Insurance (or Policy,rental-car-pass,True,budget-us-protections-coverages-brochure-010224.pdf,rental,PDF,native_pdf,True,Document contains table data
R-0165,cruise_cancellation_window,30,days,30 days,days,HIGH,operational,"...s its full replacement value, if the vehicle is “totaled”; Exclusions return date. The customer may cancel the insurance at any time and the
states, California, Florida, Hawaii and New York and ACE",acef4c797e671778,Exclusions vary by state. Please see the Certificate of Insurance (or Policy,cruise-booking-pass,True,budget-us-protections-coverages-brochure-010224.pdf,rental,PDF,native_pdf,True,Document contains table data
R-0166,eu_delay_compensation_threshold,1000.0,currency,"$1,000",USD,HIGH,operational,"• Personal property limit per covered item: $1,000 For renters in CT, IN, KS, MO, MT, NY, VT, VA, and WA, PAE Plus also includes a Trip
• Personal property limit per rented vehicle: $3,000* Interrupti",7d9bc3007c17cf1f,"Effects Insurance (where available) ****$2,000 in NY",eu-passenger-rights-pass,True,budget-us-protections-coverages-brochure-010224.pdf,rental,PDF,native_pdf,True,Document contains table data
R-0167,eu_denied_boarding_compensation,1000.0,currency,"$1,000",USD,HIGH,operational,"• Personal property limit per covered item: $1,000 For renters in CT, IN, KS, MO, MT, NY, VT, VA, and WA, PAE Plus also includes a Trip
• Personal property limit per rented vehicle: $3,000* Interrupti",9404cddaf761c135,"Effects Insurance (where available) ****$2,000 in NY",eu-passenger-rights-pass,True,budget-us-protections-coverages-brochure-010224.pdf,rental,PDF,native_pdf,True,Document contains table data
R-0168,eu_cancellation_compensation,1000.0,currency,"$1,000",USD,HIGH,operational,"• Personal property limit per covered item: $1,000 For renters in CT, IN, KS, MO, MT, NY, VT, VA, and WA, PAE Plus also includes a Trip
• Personal property limit per rented vehicle: $3,000* Interrupti",cdae84bcea77e42b,"Effects Insurance (where available) ****$2,000 in NY",eu-passenger-rights-pass,True,budget-us-protections-coverages-brochure-010224.pdf,rental,PDF,native_pdf,True,Document contains table data
R-0169,baggage_liability_limit,75.0,currency,$75,USD,HIGH,operational,"...f trip price 100% of trip price $75 plus airline charges 100% 100%
* Special Trips include (but not limited to): Gorilla Trek, Inca Trail Trek, Okavango Delta Music Festival, Rio
Carnival and Rhyth",92d647389ce2cf8b,Final Payment Due 60 days 60 days 60 days As per airline policy. In accordance In accordance,liability-pass,True,ca-booking-conditions-jan-2025.pdf,hotel,PDF,native_pdf,True,Document contains table data
R-0170,requires_medical_certificate,True,boolean,"(before trip starts) Full payment may be required with main trip with main trip
at time of booking w",,HIGH,requirement,"(before trip starts) Full payment may be required with main trip with main trip
at time of booking which
may be non-refundable.
60 days and over Transfer your deposit Transfer your deposit Transfer yo",d4b9b3c17724f712,Final Payment Due 60 days 60 days 60 days As per airline policy. In accordance In accordance,documentation-requirements-pass,False,ca-booking-conditions-jan-2025.pdf,hotel,PDF,native_pdf,True,Document contains table data
R-0171,repatriation_remains_limit,75.0,currency,$75,USD,HIGH,operational,"30 - 22 days
21 – 16 days
15 - 8 days
7 - 1 days maximum $75 plus airline charges
$75 plus airline charges
$75 plus airline charges
$75 plus airline charges
$75 plus airline charges
[TABLE ROW p2] Spe",eaeb618e04e28d2e,75% of trip price coverage limit of 59 – 31 days,medical-insurance-pass,True,ca-booking-conditions-jan-2025.pdf,hotel,PDF,native_pdf,True,Document contains table data
R-0172,personal_accident_coverage_limit,75.0,currency,$75,USD,HIGH,operational,"30 - 22 days
21 – 16 days
15 - 8 days
7 - 1 days maximum $75 plus airline charges
$75 plus airline charges
$75 plus airline charges
$75 plus airline charges
$75 plus airline charges
[TABLE ROW p2] Spe",756233f07726d2a3,75% of trip price coverage limit of 59 – 31 days,rental-car-pass,True,ca-booking-conditions-jan-2025.pdf,hotel,PDF,native_pdf,True,Document contains table data
R-0173,supplemental_liability_limit,75.0,currency,$75,USD,HIGH,operational,"30 - 22 days
21 – 16 days
15 - 8 days
7 - 1 days maximum $75 plus airline charges
$75 plus airline charges
$75 plus airline charges
$75 plus airline charges
$75 plus airline charges
[TABLE ROW p2] Spe",78cdeb6e80c838b9,75% of trip price coverage limit of 59 – 31 days,rental-car-pass,True,ca-booking-conditions-jan-2025.pdf,hotel,PDF,native_pdf,True,Document contains table data
R-0174,requires_medical_certificate,True,boolean,"such as a back-up fund. This may be relevant, for example, where insurance policies
do not provide t",,HIGH,requirement,"such as a back-up fund. This may be relevant, for example, where insurance policies
do not provide the required level of protection. Such back-up funds should normally
be funded exclusively through co",2ebc82475c32ec6b,"If necessary, Member States should be able to require a second level of protection,",documentation-requirements-pass,False,cellar_2f65bf46-8f8a-11ee-8aa6-01aa75ed71a1.0001.02_DOC_1.pdf,eu_jurisdiction,PDF,native_pdf,True,Document contains table data
R-0175,final_payment_deadline,14,days,14 days,days,HIGH,operational,"...s in retrieving payments made to service
providers. Some providers, in particular airlines, ask for full payment in advance. Most
businesses pointed out that they would welcome a new EU rule that r",a63b3f40fa00b244,EN EN,cruise-booking-pass,True,cellar_2f65bf46-8f8a-11ee-8aa6-01aa75ed71a1.0001.02_DOC_1.pdf,eu_jurisdiction,PDF,native_pdf,True,Document contains table data
R-0176,requires_medical_certificate,True,boolean,"with the accident described on this form (whether or not it is the approved
insurer this form is ori",,HIGH,requirement,"with the accident described on this form (whether or not it is the approved
insurer this form is originally lodged with) (approved insurer) to settle or
defend any claim or proceedings that may arise ",4f6793ddee855e7b,I hereby authorise the approved CTP insurer who handles a claim in connection Signature of driver:,documentation-requirements-pass,False,ctp_accident-report-form.pdf,other,PDF,native_pdf,False,
R-0177,round_trip_requirement,"Questions in this form requesting information as to fault are not required by The above is a true statement of the facts and matters relating to the accident in statute, and do not require you to asse",text_rule,"Questions in this form requesting information as to fault are not required by The above is a true statement of the facts and matters relating to the accident in
statute, and do not require you to asse",,HIGH,requirement,"Questions in this form requesting information as to fault are not required by The above is a true statement of the facts and matters relating to the accident in
statute, and do not require you to asse",66cd660e60e55e0c,Acknowledgement Declaration,payment-eligibility-pass,False,ctp_accident-report-form.pdf,other,PDF,native_pdf,False,Text rule — manual review recommended
R-0178,eu_delay_compensation_threshold,250.0,currency,EUR 250,EUR,HIGH,operational,"...package, except for the right to reimbur-
sementwhere suchrightarisesunderDirective 90/314/EEC.
(a) EUR 250forallflightsof1500kilometresorless;
3. When, in the case where a town, city or region is ",0c7129bba3b0c59b,Righttocompensation,eu-passenger-rights-pass,True,eu Documents..pdf,eu_jurisdiction,PDF,native_pdf,False,
R-0179,eu_denied_boarding_compensation,250.0,currency,EUR 250,EUR,HIGH,operational,"1. Where reference is made to this Article, passengers shall 2. Paragraph 1(a) shall also apply to passengers whose
receive compensationamountingto: flights form part of a package, except for the righ",96aa91a19e4ba21e,Righttocompensation,eu-passenger-rights-pass,True,eu Documents..pdf,eu_jurisdiction,PDF,native_pdf,False,
R-0180,eu_cancellation_compensation,250.0,currency,EUR 250,EUR,HIGH,operational,"1. Where reference is made to this Article, passengers shall 2. Paragraph 1(a) shall also apply to passengers whose
receive compensationamountingto: flights form part of a package, except for the righ",4e346814b397e09d,Righttocompensation,eu-passenger-rights-pass,True,eu Documents..pdf,eu_jurisdiction,PDF,native_pdf,False,
R-0181,trip_delay_threshold,24,duration,24 hours,hours,HIGH,operational,"within 24 hours. While Maria and her partner are in New York, airline X becomes insolvent and the
return flight is cancelled, although she paid for it at the time of booking.
With the 1990’s rules…
Ma",4ca6f9ba6f053300,York through a link to a hotel booking website. Maria booked a hotel room on the linked website,delay-threshold-pass,True,factsheet_package_holidays_2018.06_en_web.pdf,eu_jurisdiction,PDF,native_pdf,True,Document contains table data
R-0182,hotel_cancellation_window,24,duration,24 hours,hours,HIGH,operational,"within 24 hours. While Maria and her partner are in New York, airline X becomes insolvent and the
return flight is cancelled, although she paid for it at the time of booking.
With the 1990’s rules…
Ma",4956ed45a7b4f01e,York through a link to a hotel booking website. Maria booked a hotel room on the linked website,refund-cancellation-pass,True,factsheet_package_holidays_2018.06_en_web.pdf,eu_jurisdiction,PDF,native_pdf,True,Document contains table data
R-0183,medical_evacuation_cost_estimate,430.0,currency,€430,EUR,HIGH,operational,"From 1 July 2018, new EU rules protect almost 120 million travellers buying combined
travel arrangements. This reduces damages to consumers by about €430 million a
year. This is achieved thanks to:
• ",3f329a12faebc64f,Clear protection for better defined travel arrangements,additional-insurance-pass,True,factsheet_package_holidays_2018.06_en_web.pdf,eu_jurisdiction,PDF,native_pdf,True,Document contains table data
R-0184,trip_cancellation_limit,4700.0,currency,"$4,700",USD,HIGH,operational,"baggage shall be limited to $4,700 (or such greater amount as may be set forth in 14 CFR",1babe93b328b380f,"Frontier’s limit of liability, if any, for the loss, damage, or delay in the carriage of checked",refund-cancellation-pass,True,frontier contract of carriage.pdf,airline,PDF,native_pdf,True,Document contains table data
R-0185,trip_interruption_limit,4700.0,currency,"$4,700",USD,HIGH,operational,"baggage shall be limited to $4,700 (or such greater amount as may be set forth in 14 CFR",b0bbc35cbf9f45db,"Frontier’s limit of liability, if any, for the loss, damage, or delay in the carriage of checked",refund-cancellation-pass,True,frontier contract of carriage.pdf,airline,PDF,native_pdf,True,Document contains table data
R-0186,hotel_cancellation_window,24,duration,24 hours,hours,HIGH,operational,"to have occurred. Claims for pilferage may be made up to 24 hours after flight arrival. Any
documentation required to support the claim must be submitted within 30 days from the date
the requesting pa",e7a0cbfdc69e083f,Frontier within 4 hours of the arrival of the flight on which the loss or damage is claimed,refund-cancellation-pass,True,frontier contract of carriage.pdf,airline,PDF,native_pdf,True,Document contains table data
R-0187,requires_medical_certificate,True,boolean,"6 — Service Animals
A. General – The following categories of service animals are allowed in the cabi",,HIGH,requirement,"6 — Service Animals
A. General – The following categories of service animals are allowed in the cabin without charge:
1. Trained service dogs that assist passengers with disabilities. Passengers trave",39f7f506de44701d,CONTRACT OF CARRIAGE R0 (01/16/26),documentation-requirements-pass,False,frontier contract of carriage.pdf,airline,PDF,native_pdf,True,Document contains table data
R-0188,requires_receipts,True,boolean,"to have occurred. Claims for pilferage may be made up to 24 hours after flight arrival. Any
document",,HIGH,requirement,"to have occurred. Claims for pilferage may be made up to 24 hours after flight arrival. Any
documentation required to support the claim must be submitted within 30 days from the date
the requesting pa",c03534da0d7cd951,Frontier within 4 hours of the arrival of the flight on which the loss or damage is claimed,documentation-requirements-pass,False,frontier contract of carriage.pdf,airline,PDF,native_pdf,True,Document contains table data
R-0189,medical_emergency_coverage_limit,4700.0,currency,"$4,700",USD,HIGH,operational,"baggage shall be limited to $4,700 (or such greater amount as may be set forth in 14 CFR",3e320dcf79e1eff1,"Frontier’s limit of liability, if any, for the loss, damage, or delay in the carriage of checked",medical-insurance-pass,True,frontier contract of carriage.pdf,airline,PDF,native_pdf,True,Document contains table data
R-0190,emergency_evacuation_limit,4700.0,currency,"$4,700",USD,HIGH,operational,"baggage shall be limited to $4,700 (or such greater amount as may be set forth in 14 CFR",64299cce5989766c,"Frontier’s limit of liability, if any, for the loss, damage, or delay in the carriage of checked",medical-insurance-pass,True,frontier contract of carriage.pdf,airline,PDF,native_pdf,True,Document contains table data
R-0191,dental_emergency_limit,4700.0,currency,"$4,700",USD,HIGH,operational,"baggage shall be limited to $4,700 (or such greater amount as may be set forth in 14 CFR",603a459271755bbe,"Frontier’s limit of liability, if any, for the loss, damage, or delay in the carriage of checked",medical-insurance-pass,True,frontier contract of carriage.pdf,airline,PDF,native_pdf,True,Document contains table data
R-0192,rental_car_damage_limit,4700.0,currency,"$4,700",USD,HIGH,operational,"baggage shall be limited to $4,700 (or such greater amount as may be set forth in 14 CFR",34ad6b0bf00b03f6,"Frontier’s limit of liability, if any, for the loss, damage, or delay in the carriage of checked",rental-car-pass,True,frontier contract of carriage.pdf,airline,PDF,native_pdf,True,Document contains table data
R-0193,personal_effects_coverage_limit,4700.0,currency,"$4,700",USD,HIGH,operational,"baggage shall be limited to $4,700 (or such greater amount as may be set forth in 14 CFR",cb2320c1769be65f,"Frontier’s limit of liability, if any, for the loss, damage, or delay in the carriage of checked",rental-car-pass,True,frontier contract of carriage.pdf,airline,PDF,native_pdf,True,Document contains table data
R-0194,baggage_delay_threshold,24,duration,24 hours,hours,HIGH,operational,"to have occurred. Claims for pilferage may be made up to 24 hours after flight arrival. Any
documentation required to support the claim must be submitted within 30 days from the date
the requesting pa",8bba9f380559dba4,Frontier within 4 hours of the arrival of the flight on which the loss or damage is claimed,additional-insurance-pass,True,frontier contract of carriage.pdf,airline,PDF,native_pdf,True,Document contains table data
R-0195,missed_connection_threshold,24,duration,24 hours,hours,HIGH,operational,"to have occurred. Claims for pilferage may be made up to 24 hours after flight arrival. Any
documentation required to support the claim must be submitted within 30 days from the date
the requesting pa",5d2a531754d2e1b2,Frontier within 4 hours of the arrival of the flight on which the loss or damage is claimed,additional-insurance-pass,True,frontier contract of carriage.pdf,airline,PDF,native_pdf,True,Document contains table data
